method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
direct_uv,1000,1000,True,0,0,0,0.009093795903027058,21.852920532226562,19.211613123456978,114.60929107666016,166.13523864746094,356.8502502441406,12.92990014213099,37.45688723369944,75.86594861331992,0.00495013315230608,34.694400787353516,698.5292358398438
