dataset,seed,status,wall_elapsed_seconds,training_elapsed_seconds,source,method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,stretch_max_mean,stretch_max_area_weighted_mean,stretch_max_p95,stretch_max_max,condition_number_mean,condition_number_area_weighted_mean,condition_number_p95,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
Balls,0,complete,,,data\output\v2.2\spline\Balls\spline\Balls_spline.metrics.json,initial,0,0,True,0,0,0,0.006513184534496378,8.404830932617188,5.754598007471708,25.57837677001953,78.50255584716797,130.64695739746094,18.081265623478107,41.54420534329884,84.64061241804542,1.6383215188980103,1.3973345790805798,4.065340518951416,11.240262031555176,2.2320728302001953,1.7707241825681403,3.9110262393951416,0.014996005744395666,8.404830932617188,130.64695739746094
Balls,0,complete,105.26860420001321,91.70244709998951,data\output\v2.2\spline\Balls\spline\Balls_spline.metrics.json,spline,1000,1000,True,0,0,0,0.01913543976843357,5.0547990798950195,4.569631980931543,7.1966400146484375,18.552682876586914,29.246389389038086,12.457842542621734,36.30283208039869,81.66255736077468,1.2960243225097656,1.2254598326983912,1.9319908618927002,5.210906028747559,1.6782654523849487,1.4963579570174426,2.753011465072632,0.05267338454723358,8.404830932617188,130.64695739746094
David328,0,complete,,,data\output\v2.2\spline\David328\spline\David328_spline.metrics.json,initial,0,0,True,0,0,0,0.0015429302974062818,34.694400787353516,28.409904139347297,145.427978515625,243.545654296875,698.5292358398438,20.997121710634236,53.75168057564068,111.67839684565686,2.988456964492798,2.7149550286769655,10.212942123413086,26.24643898010254,2.3353164196014404,2.2042114622799933,4.624103546142578,0.0007443642966928505,34.694400787353516,698.5292358398438
David328,0,complete,97.26408750002156,87.86651580000762,data\output\v2.2\spline\David328\spline\David328_spline.metrics.json,spline,1000,1000,True,0,0,0,0.009033211506903172,9.608771324157715,8.89611741002985,23.941946029663086,37.87544250488281,58.68056106567383,25.24246303722461,65.07363409085737,114.28376903668334,1.804693579673767,1.7120580383512607,4.309080600738525,7.211896896362305,3.0444798469543457,2.9206319819049043,6.4833173751831055,0.02844868041574955,34.694400787353516,698.5292358398438
NefertitiFace,0,complete,,,data\output\v2.2\spline\NefertitiFace\spline\NefertitiFace_spline.metrics.json,initial,0,0,True,0,0,0,0.0037910122498877492,5.224428653717041,5.30879698640285,7.70266580581665,10.701338768005371,14.317275047302246,13.441894780747404,34.00951904429498,59.39939984305042,1.347828984260559,1.405045866553785,2.263763904571533,3.47580623626709,1.6690396070480347,1.7015165805846808,2.699599027633667,0.0732501111561628,5.224428653717041,14.317275047302246
NefertitiFace,0,complete,96.40726429998176,87.10295459997724,data\output\v2.2\spline\NefertitiFace\spline\NefertitiFace_spline.metrics.json,spline,1000,1000,True,0,0,0,0.004652885254472494,4.156872272491455,4.096871732261902,4.55120849609375,4.884135723114014,5.929491996765137,5.414416780734303,15.408186134982758,32.72407721029958,1.088544249534607,1.080801921821201,1.27516770362854,1.6528140306472778,1.2128676176071167,1.1681543305634867,1.5142812728881836,0.1082986369729042,5.224428653717041,14.317275047302246
Isis,0,complete,,,data\output\v2.2\spline\Isis\spline\Isis_spline.metrics.json,initial,0,0,True,0,0,0,4.1098180972201694e-05,15.866033554077148,13.462514078364729,33.37770080566406,72.97795104980469,1508.113037109375,25.555652405204135,59.845294137970974,103.07562448907093,2.098554849624634,1.9903427599104688,4.532660961151123,38.79947280883789,3.0302884578704834,2.951691591247877,5.950791358947754,0.012222577891136462,15.866033554077148,1508.113037109375
Isis,0,complete,101.39497719999054,90.45601379999425,data\output\v2.2\spline\Isis\spline\Isis_spline.metrics.json,spline,1000,925,True,0,0,0,7.331093365792185e-05,6.066351890563965,5.553869950030698,10.576491355895996,20.83024787902832,90.92547607421875,16.627764084831426,48.82097630351055,109.89853419567115,1.4792985916137695,1.378433242825099,2.5344936847686768,9.391850471496582,2.067734718322754,1.902438328643398,4.044024467468262,0.036212556064128876,15.866033554077148,1508.113037109375
Cow,0,complete,,,data\output\v2.2\spline\Cow\spline\Cow_spline.metrics.json,initial,0,0,True,0,0,0,5.932557181910131e-08,828.5261840820312,286.00127162250567,266.4740905761719,7306.1552734375,284752.6875,38.84791722284608,97.48163525593736,168.91894738056217,2.9136226177215576,2.6826268748032422,7.963070392608643,30.163965225219727,12.235595703125,6.979145584846725,31.92215347290039,4.3978844860979657e-05,828.5261840820312,284752.6875
Cow,0,complete,465.11552579997806,303.56765219999943,data\output\v2.2\spline\Cow\spline\Cow_spline.metrics.json,spline,1000,1000,True,0,0,0,8.697725206729956e-08,30.442916870117188,15.794967765002745,70.86808776855469,315.04931640625,10283.2529296875,30.001112147985754,75.99955174838544,158.5345589782157,2.571028232574463,2.0515949887847675,6.89738655090332,33.206016540527344,4.602688312530518,3.5494694895927266,12.568467140197754,0.00011618125427048653,828.5261840820312,284752.6875
