dataset,seed,status,wall_elapsed_seconds,training_elapsed_seconds,source,method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,stretch_max_mean,stretch_max_area_weighted_mean,stretch_max_p95,stretch_max_max,condition_number_mean,condition_number_area_weighted_mean,condition_number_p95,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
Balls,0,complete,,,data\output\v2.2\spline_bins16\Balls\spline\Balls_spline.metrics.json,initial,0,0,True,0,0,0,0.006513184534496378,8.404830932617188,5.754598007471708,25.57837677001953,78.50255584716797,130.64695739746094,18.081265623478107,41.54420534329884,84.64061241804542,1.6383215188980103,1.3973345790805798,4.065340518951416,11.240262031555176,2.2320728302001953,1.7707241825681403,3.9110262393951416,0.014996005744395666,8.404830932617188,130.64695739746094
Balls,0,complete,105.05843600002117,91.40601839998271,data\output\v2.2\spline_bins16\Balls\spline\Balls_spline.metrics.json,spline,1000,1000,True,0,0,0,0.017346389591693878,4.943864345550537,4.502015657109977,6.562779903411865,17.668903350830078,32.268898010253906,11.64546509203745,32.17721974150281,89.83654606495256,1.2724874019622803,1.2098771006737894,1.8508192300796509,5.49539041519165,1.6169369220733643,1.4555819376945756,2.5408856868743896,0.04790716618299484,8.404830932617188,130.64695739746094
David328,0,complete,,,data\output\v2.2\spline_bins16\David328\spline\David328_spline.metrics.json,initial,0,0,True,0,0,0,0.0015429302974062818,34.694400787353516,28.409904139347297,145.427978515625,243.545654296875,698.5292358398438,20.997121710634236,53.75168057564068,111.67839684565686,2.988456964492798,2.7149550286769655,10.212942123413086,26.24643898010254,2.3353164196014404,2.2042114622799933,4.624103546142578,0.0007443642966928505,34.694400787353516,698.5292358398438
David328,0,complete,98.32271029998083,88.87837839999702,data\output\v2.2\spline_bins16\David328\spline\David328_spline.metrics.json,spline,1000,1000,True,0,0,0,0.010427359491586685,9.040592193603516,8.516175035283347,21.65728187561035,30.847366333007812,66.56886291503906,25.04350448996122,64.09456624143631,111.63791767676048,1.7588428258895874,1.6890703741449706,4.125991344451904,6.974184513092041,2.932145595550537,2.8572009128855966,6.318624496459961,0.03339793160557747,34.694400787353516,698.5292358398438
NefertitiFace,0,complete,,,data\output\v2.2\spline_bins16\NefertitiFace\spline\NefertitiFace_spline.metrics.json,initial,0,0,True,0,0,0,0.0037910122498877492,5.224428653717041,5.30879698640285,7.70266580581665,10.701338768005371,14.317275047302246,13.441894780747404,34.00951904429498,59.39939984305042,1.347828984260559,1.405045866553785,2.263763904571533,3.47580623626709,1.6690396070480347,1.7015165805846808,2.699599027633667,0.0732501111561628,5.224428653717041,14.317275047302246
NefertitiFace,0,complete,95.42298269999446,86.09015529998578,data\output\v2.2\spline_bins16\NefertitiFace\spline\NefertitiFace_spline.metrics.json,spline,1000,1000,True,0,0,0,0.004942832048982382,4.097057819366455,4.058399333565244,4.394028663635254,4.621211528778076,5.025129318237305,4.264313102392315,12.25094907824154,28.896950647443795,1.0644742250442505,1.0623049739126795,1.1863652467727661,1.4435547590255737,1.162695050239563,1.128171971892348,1.415581464767456,0.11531048268079758,5.224428653717041,14.317275047302246
Isis,0,complete,,,data\output\v2.2\spline_bins16\Isis\spline\Isis_spline.metrics.json,initial,0,0,True,0,0,0,4.1098180972201694e-05,15.866033554077148,13.462514078364729,33.37770080566406,72.97795104980469,1508.113037109375,25.555652405204135,59.845294137970974,103.07562448907093,2.098554849624634,1.9903427599104688,4.532660961151123,38.79947280883789,3.0302884578704834,2.951691591247877,5.950791358947754,0.012222577891136462,15.866033554077148,1508.113037109375
Isis,0,complete,100.86658149998402,90.04787320000469,data\output\v2.2\spline_bins16\Isis\spline\Isis_spline.metrics.json,spline,1000,1000,True,0,0,0,0.00010397506412118673,5.915376663208008,5.365118651991113,10.025633811950684,18.43865966796875,101.15471649169922,15.413329862914832,47.592977920073245,96.15116012195254,1.4306844472885132,1.333615542918361,2.5316035747528076,9.76500129699707,1.9857712984085083,1.8085092347931833,4.038318634033203,0.05247979238629341,15.866033554077148,1508.113037109375
Cow,0,complete,,,data\output\v2.2\spline_bins16\Cow\spline\Cow_spline.metrics.json,initial,0,0,True,0,0,0,5.932557181910131e-08,828.5261840820312,286.00127162250567,266.4740905761719,7306.1552734375,284752.6875,38.84791722284608,97.48163525593736,168.91894738056217,2.9136226177215576,2.6826268748032422,7.963070392608643,30.163965225219727,12.235595703125,6.979145584846725,31.92215347290039,4.3978844860979657e-05,828.5261840820312,284752.6875
Cow,0,complete,460.8215444999805,303.87722910000593,data\output\v2.2\spline_bins16\Cow\spline\Cow_spline.metrics.json,spline,1000,1000,True,0,0,0,6.870823767712864e-07,20.963157653808594,12.807379667046362,61.1186408996582,187.78347778320312,1808.0755615234375,29.988062239270036,76.02973634441778,159.38519073744908,2.3475468158721924,1.9547555839333932,5.967684745788574,30.512537002563477,4.370648384094238,3.4097516523251663,12.513324737548828,0.0010112571762874722,828.5261840820312,284752.6875
