method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,stretch_max_mean,stretch_max_area_weighted_mean,stretch_max_p95,stretch_max_max,condition_number_mean,condition_number_area_weighted_mean,condition_number_p95,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
nvp_affine,1000,1000,True,0,0,0,8.03314324002713e-05,8.664932250976562,7.622650684024027,18.222169876098633,31.341556549072266,397.3669738769531,22.226294047736612,57.95532227096702,119.59828915095143,1.788953185081482,1.629660907777194,3.613809585571289,19.880617141723633,2.7261664867401123,2.6229625690062965,6.141524314880371,0.036321286112070084,15.866033554077148,1508.113037109375
