method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
nvp_affine,1000,1000,True,0,0,0,0.003981807269155979,12.048943519592285,10.845584434459905,29.92401123046875,60.778343200683594,180.3054962158203,26.75047115076871,68.03497304396332,126.44202485368295,0.010442240163683891,34.694400787353516,698.5292358398438
