method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,stretch_max_mean,stretch_max_area_weighted_mean,stretch_max_p95,stretch_max_max,condition_number_mean,condition_number_area_weighted_mean,condition_number_p95,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
slim,20,20,True,0,0,0,9.382621213755278e-05,4.024026870727539,4.018420588325192,4.090081691741943,4.469415187835693,18.794403076171875,1.2288183640953345,4.781111023871455,89.06249566393603,1.0210427045822144,1.0191269377764889,1.094582200050354,3.953756809234619,1.043290615081787,1.0386970702816298,1.160864233970642,0.19684433657293812,1516.03955078125,220503.5
