method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,stretch_max_mean,stretch_max_area_weighted_mean,stretch_max_p95,stretch_max_max,condition_number_mean,condition_number_area_weighted_mean,condition_number_p95,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
nvp_spline,1000,1000,True,0,0,0,6.870823767712864e-07,20.963157653808594,12.807379667046362,61.1186408996582,187.78347778320312,1808.0755615234375,29.988062239270036,76.02973634441778,159.38519073744908,2.3475468158721924,1.9547555839333932,5.967684745788574,30.512537002563477,4.370648384094238,3.4097516523251663,12.513324737548828,0.0010112571762874722,828.5261840820312,284752.6875
