source,method,iters,selected_iteration,valid,num_flipped,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_max_deg,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
data\output\David328_nvp_1000\David328_nvp.metrics.json,nvp,1000,1000,True,0,0,0.0006808222969993949,36.38947296142578,940.72265625,28.39113237814494,141.68923372282083,3445.669189453125,175672.34375
data\output\David328_direct_1000\David328_direct.metrics.json,direct_uv,1000,1000,True,0,0,7.063915836624801e-05,225.987548828125,6286.41943359375,17.83732350911359,123.66891159503685,3445.669189453125,175672.34375
