method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,stretch_max_mean,stretch_max_area_weighted_mean,stretch_max_p95,stretch_max_max,condition_number_mean,condition_number_area_weighted_mean,condition_number_p95,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
nvp_spline,1000,1000,True,0,0,0,1.6599722130195005e-07,56.74137496948242,28.324104649549504,131.59629821777344,661.6312866210938,25314.484375,34.35265523111573,83.51065045504751,164.89616985040888,3.325820207595825,2.7776008358998343,9.432683944702148,55.17633056640625,5.915980815887451,4.7134325444698515,15.414105415344238,0.0001413061545463279,828.5261840820312,284752.6875
