method,iters,selected_iteration,valid,num_flipped,num_nonfinite,num_intersections,min_signed_area,symmetric_dirichlet_mean,symmetric_dirichlet_area_weighted_mean,symmetric_dirichlet_p95,symmetric_dirichlet_p99,symmetric_dirichlet_max,angle_distortion_mean_deg,angle_distortion_p95_deg,angle_distortion_max_deg,normalized_uv_area_min,initial_symmetric_dirichlet_mean,initial_symmetric_dirichlet_max
nvp_spline,1000,1000,True,0,0,0,0.01913543976843357,5.0547990798950195,4.569631980931543,7.1966400146484375,18.552682876586914,29.246389389038086,12.457842542621734,36.30283208039869,81.66255736077468,0.05267338454723358,8.404830932617188,130.64695739746094
